DA_CAN_RESTR_FLAG,DA_CAN_RESTR_KEY,DA_CAN_RESTR_REMARK,DA_CAN_RESTR_TYPE,DA_FREE_RESTR_FLAG,DA_FREE_RESTR_KEY,DA_FREE_RESTR_REMARK,PARENT_STATUS_NUMBER,RESTRICTION_TYPE
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908373,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908373,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908373,FREE_FORM
,,,,F,10,LATERAL # TH1,0908373,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908373,FREE_FORM
,,,,F,12,LEASE LINES:     003999.00 FS            L,0908373,FREE_FORM
,,,,F,13,001511.00 FE            L,0908373,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908373,FREE_FORM
,,,,F,15,BH COUNTY: 317,0908373,FREE_FORM
,,,,F,16,SECTION: 6       BLOCK: H A       ABSTRACT: 946,0908373,FREE_FORM
,,,,F,17,"SURVEY NAME:     O`BRIEN, J H",0908373,FREE_FORM
,,,,F,18,LEASE LINES:     007994.00 FN            L,0908373,FREE_FORM
,,,,F,19,001100.00 FW            L,0908373,FREE_FORM
,,,,F,20,SURVEY LINES:    003152.00 FS            L,0908373,FREE_FORM
,,,,F,21,001100.00 FW            L,0908373,FREE_FORM
,02,,01,,,,0908374,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908374,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908374,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908374,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908374,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908374,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908374,FREE_FORM
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908374,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908374,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908374,FREE_FORM
,,,,F,10,LATERAL # TH1,0908374,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908374,FREE_FORM
,,,,F,12,LEASE LINES:     003908.00 FS            L,0908374,FREE_FORM
,,,,F,13,001473.00 FE            L,0908374,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908374,FREE_FORM
,,,,F,15,BH COUNTY: 317,0908374,FREE_FORM
,,,,F,16,SECTION: 6       BLOCK: H A       ABSTRACT: 946,0908374,FREE_FORM
,,,,F,17,"SURVEY NAME:     O`BRIEN, J H",0908374,FREE_FORM
,,,,F,18,LEASE LINES:     008645.00 FN            L,0908374,FREE_FORM
,,,,F,19,001340.00 FE            L,0908374,FREE_FORM
,,,,F,20,SURVEY LINES:    002500.00 FS            L,0908374,FREE_FORM
,,,,F,21,001340.00 FE            L,0908374,FREE_FORM
,02,,01,,,,0908375,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908375,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908375,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908375,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908375,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908375,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908375,FREE_FORM
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908375,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908375,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908375,FREE_FORM
,,,,F,10,LATERAL # TH1,0908375,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908375,FREE_FORM
,,,,F,12,LEASE LINES:     003976.00 FS            L,0908375,FREE_FORM
,,,,F,13,001043.00 FE            L,0908375,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908375,FREE_FORM
,,,,F,15,BH COUNTY: 317,0908375,FREE_FORM
,,,,F,16,SECTION: 6       BLOCK: H A       ABSTRACT: 946,0908375,FREE_FORM
,,,,F,17,"SURVEY NAME:     O`BRIEN, J H",0908375,FREE_FORM
,,,,F,18,LEASE LINES:     007982.00 FN            L,0908375,FREE_FORM
,,,,F,19,001037.00 FE            L,0908375,FREE_FORM
,,,,F,20,SURVEY LINES:    003163.00 FS            L,0908375,FREE_FORM
,,,,F,21,001037.00 FE            L,0908375,FREE_FORM
,02,,01,,,,0908376,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908376,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908376,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908376,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908376,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908376,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908376,FREE_FORM
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908376,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908376,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908376,FREE_FORM
,,,,F,10,LATERAL # TH1,0908376,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908376,FREE_FORM
,,,,F,12,LEASE LINES:     003846.00 FS            L,0908376,FREE_FORM
,,,,F,13,000986.00 FE            L,0908376,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908376,FREE_FORM
,,,,F,15,BH COUNTY: 317,0908376,FREE_FORM
,,,,F,16,SECTION: 6       BLOCK: H A       ABSTRACT: 946,0908376,FREE_FORM
,,,,F,17,"SURVEY NAME:     O`BRIEN, J H",0908376,FREE_FORM
,,,,F,18,LEASE LINES:     007981.00 FN            L,0908376,FREE_FORM
,,,,F,19,000754.00 FE            L,0908376,FREE_FORM
,,,,F,20,SURVEY LINES:    003163.00 FS            L,0908376,FREE_FORM
,,,,F,21,000754.00 FE            L,0908376,FREE_FORM
,02,,01,,,,0908377,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908377,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908377,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908377,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908377,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908377,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908377,FREE_FORM
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908377,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908377,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908377,FREE_FORM
,,,,F,10,LATERAL # TH1,0908377,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908377,FREE_FORM
,,,,F,12,LEASE LINES:     003950.00 FS            L,0908377,FREE_FORM
,,,,F,13,000938.00 FE            L,0908377,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908377,FREE_FORM
,,,,F,15,BH COUNTY: 317,0908377,FREE_FORM
,,,,F,16,SECTION: 6       BLOCK: H A       ABSTRACT: 946,0908377,FREE_FORM
,,,,F,17,"SURVEY NAME:     O`BRIEN, J H",0908377,FREE_FORM
,,,,F,18,LEASE LINES:     007977.00 FN            L,0908377,FREE_FORM
,,,,F,19,000676.00 FE            L,0908377,FREE_FORM
,,,,F,20,SURVEY LINES:    003167.00 FS            L,0908377,FREE_FORM
,,,,F,21,000676.00 FE            L,0908377,FREE_FORM
,02,,01,,,,0908378,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0908378,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0908378,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0908378,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0908378,FREE_FORM
,,,,F,05,AT THE TIME OF COMPLETION ALL WELLS SHOWN ON THE P-16 MUST HAVE AT LEA,0908378,FREE_FORM
,,,,F,06,ST THE MINIMUM ACREAGE ASSIGNED PER THE FIELD RULES WITHOUT OVER ASSIG,0908378,FREE_FORM
,,,,F,07,NING THE ACREAGE FROM EACH OF THE BASE LEASES. IF THE OPERATOR IS UNAB,0908378,FREE_FORM
,,,,F,08,LE TO MEET THESE REQUIREMENTS AT THE TIME OF COMPLETION A SWR 38 EXCEP,0908378,FREE_FORM
,,,,F,09,TION WILL BE REQUIRED.,0908378,FREE_FORM
,,,,F,10,LATERAL # TH1,0908378,FREE_FORM
,,,,F,11,PENETRATION POINT LOCATION,0908378,FREE_FORM
,,,,F,12,LEASE LINES:     003887.00 FS            L,0908378,FREE_FORM
,,,,F,13,000438.00 FE            L,0908378,FREE_FORM
,,,,F,14,TERMINUS LOCATION,0908378,FREE_FORM
,,,,F,15,BH COUNTY: 317,0908378,FREE_FORM
,,,,F,16,SECTION: 6       BLOCK: H A       ABSTRACT: 946,0908378,FREE_FORM
,,,,F,17,"SURVEY NAME:     O`BRIEN, J H",0908378,FREE_FORM
,,,,F,18,LEASE LINES:     008643.00 FN            L,0908378,FREE_FORM
,,,,F,19,000536.00 FE            L,0908378,FREE_FORM
,,,,F,20,SURVEY LINES:    002500.00 FS            L,0908378,FREE_FORM
,,,,F,21,000536.00 FE            L,0908378,FREE_FORM
,02,,01,,,,0905514,CANNED
,,,,F,01,LATERAL # TH1,0905514,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0905514,FREE_FORM
,,,,F,03,LEASE LINES:     000920.00 FNORTH        L,0905514,FREE_FORM
,,,,F,04,000885.00 FWEST         L,0905514,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0905514,FREE_FORM
,,,,F,06,BH COUNTY: 317,0905514,FREE_FORM
,,,,F,07,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905514,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0905514,FREE_FORM
,,,,F,09,LEASE LINES:     000100.00 FNORTH        L,0905514,FREE_FORM
,,,,F,10,000330.00 FWEST         L,0905514,FREE_FORM
,,,,F,11,SURVEY LINES:    000100.00 FNORTH        L,0905514,FREE_FORM
,,,,F,12,000330.00 FWEST         L,0905514,FREE_FORM
,02,,01,,,,0905524,CANNED
,,,,F,01,LATERAL # TH1,0905524,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0905524,FREE_FORM
,,,,F,03,LEASE LINES:     000920.00 FNORTH        L,0905524,FREE_FORM
,,,,F,04,000915.00 FWEST         L,0905524,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0905524,FREE_FORM
,,,,F,06,BH COUNTY: 317,0905524,FREE_FORM
,,,,F,07,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905524,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0905524,FREE_FORM
,,,,F,09,LEASE LINES:     000330.00 FWEST         L,0905524,FREE_FORM
,,,,F,10,000100.00 FNORTH        L,0905524,FREE_FORM
,,,,F,11,SURVEY LINES:    000330.00 FWEST         L,0905524,FREE_FORM
,,,,F,12,000100.00 FNORTH        L,0905524,FREE_FORM
,02,,01,,,,0905526,CANNED
,,,,F,01,LATERAL # TH1,0905526,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0905526,FREE_FORM
,,,,F,03,LEASE LINES:     000920.00 FNORTH        L,0905526,FREE_FORM
,,,,F,04,000945.00 FWEST         L,0905526,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0905526,FREE_FORM
,,,,F,06,BH COUNTY: 317,0905526,FREE_FORM
,,,,F,07,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905526,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0905526,FREE_FORM
,,,,F,09,LEASE LINES:     000100.00 FNORTH        L,0905526,FREE_FORM
,,,,F,10,000440.00 FWEST         L,0905526,FREE_FORM
,,,,F,11,SURVEY LINES:    000100.00 FNORTH        L,0905526,FREE_FORM
,,,,F,12,000440.00 FWEST         L,0905526,FREE_FORM
,02,,01,,,,0905527,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0905527,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0905527,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0905527,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0905527,FREE_FORM
,,,,F,05,LATERAL # TH1,0905527,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0905527,FREE_FORM
,,,,F,07,LEASE LINES:     000920.00 FNORTH        L,0905527,FREE_FORM
,,,,F,08,000975.00 FWEST         L,0905527,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0905527,FREE_FORM
,,,,F,10,BH COUNTY: 317,0905527,FREE_FORM
,,,,F,11,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905527,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0905527,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0905527,FREE_FORM
,,,,F,14,000770.00 FWEST         L,0905527,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FNORTH        L,0905527,FREE_FORM
,,,,F,16,000770.00 FWEST         L,0905527,FREE_FORM
,02,,01,,,,0905584,CANNED
,,,,F,01,LATERAL # TH1,0905584,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0905584,FREE_FORM
,,,,F,03,LEASE LINES:     000920.00 FNORTH        L,0905584,FREE_FORM
,,,,F,04,001005.00 FWEST         L,0905584,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0905584,FREE_FORM
,,,,F,06,BH COUNTY: 317,0905584,FREE_FORM
,,,,F,07,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905584,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0905584,FREE_FORM
,,,,F,09,LEASE LINES:     000100.00 FNORTH        L,0905584,FREE_FORM
,,,,F,10,000882.00 FWEST         L,0905584,FREE_FORM
,,,,F,11,SURVEY LINES:    000100.00 FNORTH        L,0905584,FREE_FORM
,,,,F,12,000882.00 FWEST         L,0905584,FREE_FORM
,02,,01,,,,0905665,CANNED
,,,,F,01,LATERAL # TH1,0905665,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0905665,FREE_FORM
,,,,F,03,LEASE LINES:     000920.00 FNORTH        L,0905665,FREE_FORM
,,,,F,04,001035.00 FWEST         L,0905665,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0905665,FREE_FORM
,,,,F,06,BH COUNTY: 317,0905665,FREE_FORM
,,,,F,07,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905665,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0905665,FREE_FORM
,,,,F,09,LEASE LINES:     000100.00 FNORTH        L,0905665,FREE_FORM
,,,,F,10,001022.00 FWEST         L,0905665,FREE_FORM
,,,,F,11,SURVEY LINES:    000100.00 FNORTH        L,0905665,FREE_FORM
,,,,F,12,001022.00 FWEST         L,0905665,FREE_FORM
,02,,01,,,,0905668,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0905668,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0905668,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0905668,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0905668,FREE_FORM
,,,,F,05,LATERAL # TH1,0905668,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0905668,FREE_FORM
,,,,F,07,LEASE LINES:     000920.00 FNORTH        L,0905668,FREE_FORM
,,,,F,08,001455.00 FWEST         L,0905668,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0905668,FREE_FORM
,,,,F,10,BH COUNTY: 317,0905668,FREE_FORM
,,,,F,11,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905668,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0905668,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0905668,FREE_FORM
,,,,F,14,001300.00 FEAST         L,0905668,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FNORTH        L,0905668,FREE_FORM
,,,,F,16,001341.00 FWEST         L,0905668,FREE_FORM
,02,,01,,,,0905672,CANNED
,,,,F,01,LATERAL # TH1,0905672,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0905672,FREE_FORM
,,,,F,03,LEASE LINES:     000920.00 FNORTH        L,0905672,FREE_FORM
,,,,F,04,001485.00 FWEST         L,0905672,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0905672,FREE_FORM
,,,,F,06,BH COUNTY: 317,0905672,FREE_FORM
,,,,F,07,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905672,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0905672,FREE_FORM
,,,,F,09,LEASE LINES:     000100.00 FNORTH        L,0905672,FREE_FORM
,,,,F,10,001009.00 FEAST         L,0905672,FREE_FORM
,,,,F,11,SURVEY LINES:    000100.00 FNORTH        L,0905672,FREE_FORM
,,,,F,12,001632.00 FWEST         L,0905672,FREE_FORM
,02,,01,,,,0905675,CANNED
,,,,F,01,LATERAL # TH1,0905675,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0905675,FREE_FORM
,,,,F,03,LEASE LINES:     000920.00 FNORTH        L,0905675,FREE_FORM
,,,,F,04,001515.00 FWEST         L,0905675,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0905675,FREE_FORM
,,,,F,06,BH COUNTY: 317,0905675,FREE_FORM
,,,,F,07,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905675,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0905675,FREE_FORM
,,,,F,09,LEASE LINES:     000100.00 FNORTH        L,0905675,FREE_FORM
,,,,F,10,000979.00 FEAST         L,0905675,FREE_FORM
,,,,F,11,SURVEY LINES:    000100.00 FNORTH        L,0905675,FREE_FORM
,,,,F,12,001662.00 FWEST         L,0905675,FREE_FORM
,02,,01,,,,0905710,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0905710,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0905710,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0905710,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0905710,FREE_FORM
,,,,F,05,LATERAL # TH1,0905710,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0905710,FREE_FORM
,,,,F,07,LEASE LINES:     000920.00 FNORTH        L,0905710,FREE_FORM
,,,,F,08,001545.00 FWEST         L,0905710,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0905710,FREE_FORM
,,,,F,10,BH COUNTY: 317,0905710,FREE_FORM
,,,,F,11,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905710,FREE_FORM
,,,,F,12,SURVEY NAME:     T&P RR CO,0905710,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0905710,FREE_FORM
,,,,F,14,000959.00 FEAST         L,0905710,FREE_FORM
,,,,F,15,SURVEY LINES:    000100.00 FNORTH        L,0905710,FREE_FORM
,,,,F,16,001682.00 FWEST         L,0905710,FREE_FORM
,02,,01,,,,0905711,CANNED
,,,,F,01,LATERAL # TH1,0905711,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0905711,FREE_FORM
,,,,F,03,LEASE LINES:     000920.00 FNORTH        L,0905711,FREE_FORM
,,,,F,04,001575.00 FWEST         L,0905711,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0905711,FREE_FORM
,,,,F,06,BH COUNTY: 317,0905711,FREE_FORM
,,,,F,07,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905711,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0905711,FREE_FORM
,,,,F,09,LEASE LINES:     000100.00 FNORTH        L,0905711,FREE_FORM
,,,,F,10,000659.00 FEAST         L,0905711,FREE_FORM
,,,,F,11,SURVEY LINES:    000100.00 FNORTH        L,0905711,FREE_FORM
,,,,F,12,001982.00 FWEST         L,0905711,FREE_FORM
,02,,01,,,,0905712,CANNED
,,,,F,01,LATERAL # TH1,0905712,FREE_FORM
,,,,F,02,PENETRATION POINT LOCATION,0905712,FREE_FORM
,,,,F,03,LEASE LINES:     000920.00 FNORTH        L,0905712,FREE_FORM
,,,,F,04,001605.00 FWEST         L,0905712,FREE_FORM
,,,,F,05,TERMINUS LOCATION,0905712,FREE_FORM
,,,,F,06,BH COUNTY: 317,0905712,FREE_FORM
,,,,F,07,SECTION: 25      BLOCK: 38 T1N    ABSTRACT: 281,0905712,FREE_FORM
,,,,F,08,SURVEY NAME:     T&P RR CO,0905712,FREE_FORM
,,,,F,09,LEASE LINES:     000100.00 FNORTH        L,0905712,FREE_FORM
,,,,F,10,000319.00 FEAST         L,0905712,FREE_FORM
,,,,F,11,SURVEY LINES:    000100.00 FNORTH        L,0905712,FREE_FORM
,,,,F,12,002322.00 FWEST         L,0905712,FREE_FORM
,02,,01,,,,0906710,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0906710,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0906710,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0906710,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0906710,FREE_FORM
,,,,F,05,LATERAL # TH1,0906710,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0906710,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSOUTH        L,0906710,FREE_FORM
,,,,F,08,002350.00 FEAST         L,0906710,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0906710,FREE_FORM
,,,,F,10,BH COUNTY: 317,0906710,FREE_FORM
,,,,F,11,SECTION: 32      BLOCK: 36 T2N    ABSTRACT: 882,0906710,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/EPLEY, W T",0906710,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0906710,FREE_FORM
,,,,F,14,000199.00 FEAST         L,0906710,FREE_FORM
,,,,F,15,SURVEY LINES:    002553.00 FSOUTH        L,0906710,FREE_FORM
,,,,F,16,002192.00 FEAST         L,0906710,FREE_FORM
,02,,01,,,,0906711,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0906711,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0906711,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0906711,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0906711,FREE_FORM
,,,,F,05,LATERAL # TH1,0906711,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0906711,FREE_FORM
,,,,F,07,LEASE LINES:     000100.00 FSOUTH        L,0906711,FREE_FORM
,,,,F,08,002070.00 FEAST         L,0906711,FREE_FORM
,,,,F,09,TERMINUS LOCATION,0906711,FREE_FORM
,,,,F,10,BH COUNTY: 317,0906711,FREE_FORM
,,,,F,11,SECTION: 32      BLOCK: 36 T2N    ABSTRACT: 882,0906711,FREE_FORM
,,,,F,12,"SURVEY NAME:     T&P RR CO/EPLEY, W T",0906711,FREE_FORM
,,,,F,13,LEASE LINES:     000100.00 FNORTH        L,0906711,FREE_FORM
,,,,F,14,001927.00 FEAST         L,0906711,FREE_FORM
,,,,F,15,SURVEY LINES:    002553.00 FSOUTH        L,0906711,FREE_FORM
,,,,F,16,001927.00 FEAST         L,0906711,FREE_FORM
,02,,01,,,,0906714,CANNED
,,,,P,01,THIS WELL MUST COMPLY TO THE NEW SWR 3.13 REQUIREMENTS CONCERNING THE,0906714,FREE_FORM
,,,,P,02,ISOLATION OF ANY POTENTIAL FLOW ZONES AND ZONES WITH CORROSIVE FORMATI,0906714,FREE_FORM
,,,,P,03,ON FLUIDS.  SEE APPROVED PERMIT FOR THOSE FORMATIONS THAT HAVE BEEN ID,0906714,FREE_FORM
,,,,P,04,ENTIFIED FOR THE COUNTY IN WHICH YOU ARE DRILLING THE WELL IN.,0906714,FREE_FORM
,,,,F,05,LATERAL # TH1,0906714,FREE_FORM
,,,,F,06,PENETRATION POINT LOCATION,0906714,FREE_FORM
